name,latitude,longitude
Sixth Avenue MRT,1.33096058134451,103.796969279733
Tan Kah Kee MRT,1.32639224146351,103.806548201692
Botanic Gardens MRT,1.32238699517166,103.815385463093
Stevens MRT,1.32006555750626,103.826024401924
Newton MRT,1.31257031730604,103.838031555215
Little India MRT,1.30724381608438,103.849841614124
Rochor MRT,1.30385218555028,103.852769429428
Bugis MRT,1.30026468984101,103.855614760658
Promenade MRT,1.29307389602149,103.861067235865
Bayfront MRT,1.28187378851834,103.859079765146
Downtown MRT,1.27944638178916,103.852840829581
Telok Ayer MRT,1.28206894769394,103.848648781083
Chinatown MRT,1.2839640518753,103.843141945391
Fort Canning MRT,1.29248194822996,103.844331362465
Bencoolen MRT,1.29891843369422,103.850353762717
Jalan Besar MRT,1.3051713878069,103.855295713435
Bendemeer MRT,1.31367252847691,103.862977620945
Geylang Bahru MRT,1.32130110228321,103.871622627142
Mattar MRT,1.32687671501334,103.883247509542
MacPherson MRT,1.32683963232487,103.890007860464
Ubi MRT,1.32997425973974,103.899226655439
Kaki Bukit MRT,1.33496735995428,103.908459338046
Bedok North MRT,1.33474211664091,103.91797832995
Bedok Reservoir MRT,1.33660782955099,103.932234623286
Tampines West MRT,1.3456336579777,103.938492495285
Tampines MRT,1.35515041120473,103.943009883131
Tampines East MRT,1.35619148271544,103.9546344625
Upper Changi MRT,1.34173977444995,103.961472788634
Expo MRT,1.33538252614956,103.962374747451
Woodlands North MRT,1.44829245259621,103.785692682441
Woodlands MRT,1.43605761708128,103.787938777173
Woodlands South MRT,1.42739605281442,103.79326432221
Springleaf MRT,1.39758106126824,103.817856949947
Lentor MRT,1.38550657972169,103.835743809669
Mayflower MRT,1.37146318831015,103.836567766945
Bright Hill MRT,1.36328318545185,103.832893619992
Upper Thomson MRT,1.35441643365401,103.832898468504
Caldecott MRT,1.33734722320212,103.839544077561
Stevens MRT,1.32006555750626,103.826024401924
Napier MRT,1.30678223364785,103.818956796815
Orchard Boulevard MRT,1.30242224836722,103.823868523249
Orchard MRT,1.30304426265194,103.831375000068
Great World MRT,1.29394816169384,103.833720837731
Havelock MRT,1.28850523975311,103.833585838226
Outram Park MRT,1.2802415328084,103.840052100136
Maxwell MRT,1.28053329842878,103.843883670633
Shenton Way MRT,1.2777168283425,103.850367596067
Marina Bay MRT,1.27631114381584,103.854604975361
Gardens by the Bay MRT,1.27848725876303,103.867454664421
Admiralty Primary School,1.45403837499301,103.817436231731
Ahmad Ibrahim Primary School,1.43315271543517,103.832942401086
Ai Tong School,1.3605834338904,103.833020333986
Alexandra Primary School,1.29133439161334,103.824424680531
Anchor Green Primary School,1.39036998654612,103.887165375933
Anderson Primary School,1.38426429436736,103.841392081119
Anglo-Chinese School (Junior),1.30935041274966,103.840950265464
Anglo-Chinese School (Primary),1.31837054523521,103.835609732354
Angsana Primary School,1.34855287558648,103.951808105552
Ang Mo Kio Primary School,1.36558782075966,103.850957126982
Beacon Primary School,1.38394936211823,103.773632022975
Bedok Green Primary School,1.32344593287992,103.937878976352
Bendemeer Primary School,1.32181250780475,103.865404167629
Blangah Rise Primary School,1.27612047924037,103.808628535239
Boon Lay Garden Primary School,1.34317853793318,103.713280889452
Bukit Panjang Primary School,1.37362179302436,103.769374904025
Bukit Timah Primary School,1.3372995575169,103.766828720721
Bukit View Primary School,1.34586054788695,103.75366641455
Canberra Primary School,1.45125024371543,103.815858858929
Canossa Catholic Primary School,1.32664424544839,103.882227964852
Cantonment Primary School,1.27547252623201,103.839962631748
Casuarina Primary School,1.37246063927999,103.957020286115
Catholic High School (Primary),1.35438878373608,103.844210670766
Cedar Primary School,1.3355885014312,103.87562104944
Changkat Primary School,1.34023163951633,103.952080114035
CHIJ (Katong) Primary,1.30648535277087,103.911105620496
CHIJ (Kellock),1.275022722964,103.828157564896
CHIJ Our Lady of Good Counsel,1.35742952269615,103.864009397373
CHIJ Our Lady of the Nativity,1.37357409699145,103.897768958127
CHIJ Our Lady Queen of Peace,1.366603668561,103.767412204602
CHIJ Primary (Toa Payoh),1.33275264711587,103.841847263786
CHIJ St. Nicholas Girls' School (Primary Section),1.3739790471108462,103.83424002714132
Chongfu School,1.43839562897006,103.839309173817
Chongzheng Primary School,1.35070739237744,103.951399541868
Chua Chu Kang Primary School,1.37775890093367,103.741832917421
Clementi Primary School,1.31506321827875,103.763144493687
Compassvale Primary School,1.38376923022123,103.891354675017
Concord Primary School,1.38000806197242,103.736225440727
Coral Primary School,1.3679782603996944,103.95108733878556
Corporation Primary School,1.33820397704287,103.718089546664
Da Qiao Primary School,1.3719330834184311,103.85870045452788
Damai Primary School,1.33546106800406,103.921270169613
Dazhong Primary School,1.3591797447277,103.74847210784
De La Salle School,1.3947078296399,103.743201812831
East Coast Primary School,1.3293035651237786,103.92011952529232
East Spring Primary School,1.35268400746357,103.961676849165
East View Primary School,1.3468719784605487,103.93949008027488
Edgefield Primary School,1.40009139510996,103.907847599114
Elias Park Primary School,1.37451269377776,103.945128117139
Endeavour Primary School,1.45403837499301,103.817436231731
Evergreen Primary School,1.44415332824735,103.794577787757
Fairfield Methodist School (Primary),1.30100441916733,103.785455606827
Farrer Park Primary School,1.31236867681371,103.850766402965
Fengshan Primary School,1.32980598760785,103.931710293058
Fernvale Primary School,1.39030227963797,103.874445458032
First Toa Payoh Primary School,1.34032299499938,103.855529906182
Frontier Primary School,1.33641298743234,103.69970173931
Fuchun Primary School,1.43047990810126,103.778192944298
Fuhua Primary School,1.33650394789627,103.736103745748
Gan Eng Seng Primary School,1.28559516494962,103.815547410064
Geylang Methodist School (Primary),1.31759126757284,103.883845744916
Gongshang Primary School,1.35711606790292,103.949144797277
Greendale Primary School,1.39648195114256,103.91233462071
Greenridge Primary School,1.3858892193692,103.767794469258
Greenwood Primary School,1.43989958331782,103.804725587384
Haig Girls' School,1.31194344271383,103.902902557195
Holy Innocents' Primary School,1.36693830877349,103.894114899795
Henry Park Primary School,1.31667646178347,103.784296227747
Hong Wen School,1.32175999964553,103.857628468881
Horizon Primary School,1.399550034492,103.913404855665
Hougang Primary School,1.37738245231461,103.880805274557
Huamin Primary School,1.42697284512936,103.844240226564
Innova Primary School,1.42896700684852,103.790607539185
Jiemin Primary School,1.42768847665227,103.830425490093
Jing Shan Primary School,1.3722940213388664,103.85182008481269
Junyuan Primary School,1.34787074766746,103.939221709073
Jurong Primary School,1.34718456606375,103.70053420978
Jurong West Primary School,1.3448790560014,103.699286360581
Juying Primary School,1.3383597691045763,103.68820622529223
Keming Primary School,1.34552849960874,103.756449399351
Kheng Cheng School,1.3373381935639,103.847148501824
Kong Hwa School,1.31099674009193,103.888352029067
Kranji Primary School,1.39356050497104,103.747362720939
Kuo Chuan Presbyterian Primary School,1.34939813669536,103.855018233311
Lakeside Primary School,1.33820397704287,103.718089546664
Lianhua Primary School,1.35424191127295,103.754165828711
Maha Bodhi School,1.32847086658384,103.901298737314
Maris Stella High School (Primary Section),1.342649220974237,103.87855708296344
Marsiling Primary School,1.43383904037059,103.773643013846
Marymount Convent School,1.34036676987375,103.840021064426
Mayflower Primary School,1.37614621670476,103.835805246743
Mee Toh School,1.3946184538592,103.908589494228
Meridian Primary School,1.37552831658484,103.934889078518
Methodist Girls' School (Primary),1.34947276268396,103.884971343143
Montfort Junior School,1.37382444075979,103.889307782925
Nan Chiau Primary School,1.39221149906592,103.891180928186
Nan Hua Primary School,1.31920159956387,103.761095065761
Nanyang Primary School,1.32084749904532,103.807750155296
Ngee Ann Primary School,1.30552505910497,103.917463017497
Naval Base Primary School,1.41630663159387,103.838794077233
New Town Primary School,1.29964188181021,103.80010216304
Northland Primary School,1.42096989918951,103.840928424929
Northoaks Primary School,1.45660782030102,103.814196981329
North Spring Primary School,1.38706146494859,103.903202683028
North View Primary School,1.42752327193727,103.848190787869
North Vista Primary School,1.38282243016299,103.895961877928
Oasis Primary School,1.40462413200793,103.911120600638
Opera Estate Primary School,1.31931914436255,103.923788259248
Palm View Primary School,1.38376923022123,103.891354675017
Park View Primary School,1.37738069854249,103.939541695654
Pasir Ris Primary School,1.36555714668553,103.960918869319
Paya Lebar Methodist Girls' School (Primary),1.34947276268396,103.884971343143
Pei Chun Public School,1.33737358725951,103.855585578061
Pei Hwa Presbyterian Primary School,1.33805634613048,103.776106448614
Pei Tong Primary School,1.31619786415976,103.767599818844
Peiying Primary School,1.41723339695904,103.830417090698
Pioneer Primary School,1.33902264667589,103.687769623983
Poi Ching School,1.35765122315688,103.935246477199
Princess Elizabeth Primary School,1.349203512653,103.74101964471
Punggol Cove Primary School,1.41159923273069,103.898803921164
Punggol Green Primary School,1.40187220643293,103.898801330302
Punggol Primary School,1.40514582647962,103.905156371376
Punggol View Primary School,1.40514582647962,103.905156371376
Qifa Primary School,1.3132658326807,103.756629101811
Qihua Primary School,1.44203596557592,103.788339762066
Queenstown Primary School,1.29559365009015,103.807548617332
Radin Mas Primary School,1.27495823622634,103.824188270373
Raffles Girls' Primary School,1.3294042600012,103.806442915912
Red Swastika School,1.33405659580859,103.934317528484
Riverside Primary School,1.44700426493785,103.801889031334
River Valley Primary School,1.2942232846169,103.835815165829
Rivervale Primary School,1.38706146494859,103.903202683028
Rosyth School,1.37289067499064,103.875001549174
Rulang Primary School,1.34673868889096,103.718457955487
Sengkang Green Primary School,1.39284606680477,103.875217666486
Sembawang Primary School,1.4450737155262,103.821042374036
Si Ling Primary School,1.43240935732525,103.786035065192
Seng Kang Primary School,1.38949740422462,103.899767112047
Shuqun Primary School,1.34765311431632,103.721523713379
Singapore Chinese Girls’ School (Primary),1.32080725235992,103.827744749548
South View Primary School,1.38166664389749,103.746275846011
Springdale Primary School,1.39467010299293,103.889926221247
St. Andrew's Junior School,1.3310582489272231,103.8653423326439
St. Anthony's Canossian Primary School,1.3347619912564452,103.94170501179906
St. Anthony's Primary School,1.3641134306232965,103.74898047124886
St. Gabriel's Primary School,1.3495881517194346,103.86265110348644
St. Hilda's Primary School,1.349609217621692,103.93610449645676
St. Joseph's Institution Junior,1.3173185946693773,103.84552301179906
St. Margaret's Primary School,1.3250009428605187,103.88167509645676
St. Stephen's School,1.3187756686992027,103.91755776762106
Tampines North Primary School,1.36047641484682,103.948725782833
Tampines Primary School,1.35070739237744,103.951399541868
Tanjong Katong Primary School,1.30524084264265,103.900092702031
Tao Nan School,1.2943321052493,103.849026157822
Teck Ghee Primary School,1.36558782075966,103.850957126982
Teck Whye Primary School,1.38364996834457,103.753291857016
Telok Kurau Primary School,1.33104585441349,103.910934011337
Temasek Primary School,1.31770677551333,103.945590669163
Townsville Primary School,1.36003263746623,103.853826048327
Unity Primary School,1.40285481877246,103.746822625758
Valour Primary School,1.40683570215319,103.899078139493
Waterway Primary School,1.39882800626578,103.918621581556
Wellington Primary School,1.45192019155475,103.822303719094
West Grove Primary School,1.3448790560014,103.699286360581
West Spring Primary School,1.38944145898943,103.766195711835
Westwood Primary School,1.34718456606375,103.70053420978
West View Primary School,1.3836758200336,103.760240434318
White Sands Primary School,1.36555714668553,103.960918869319
Woodgrove Primary School,1.43273620725049,103.79023031392
Woodlands Primary School,1.43273620725049,103.79023031392
Woodlands Ring Primary School,1.43495229315857,103.797435733144
Xinghua Primary School,1.35790893589535,103.890472887906
Xingnan Primary School,1.34254744877694,103.687950252103
Xinmin Primary School,1.37139548941931,103.883080767491
Xishan Primary School,1.43347186925064,103.837755319448
Yangzheng Primary School,1.34864575840923,103.868595527042
Yew Tee Primary School,1.39676600905037,103.750985967346
Yio Chu Kang Primary School,1.37793264345276,103.885643682171
Yishun Primary School,1.42768847665227,103.830425490093
Yu Neng Primary School,1.33388930344069,103.932144857355
Yuhua Primary School,1.34280230475033,103.741105772644
Yumin Primary School,1.35129177656981,103.950461927088
Zhangde Primary School,1.28421153335379,103.825951875662
Zhenghua Primary School,1.37954887512229,103.769313521752
Zhonghua Primary School,1.36020329705047,103.869762438084
100 AM,1.27458821795426,103.84347073661
313@Somerset,1.30138510214714,103.837684350436
Aperia,1.31086672816827,103.863929573292
Balestier Hill Shopping Centre,1.32559594839311,103.842571612968
Bugis Cube,1.2981408343975,103.855635339249
Bugis Junction,1.29911287475873,103.855411173758
Bugis+,1.29960950187876,103.853118508952
Capitol Piazza,1.29307884763132,103.851261982149
Cathay Cineleisure Orchard,1.30152101873533,103.836429655016
Clarke Quay Central,1.2890359251805945,103.84668489906188
The Centrepoint,1.30145045537088,103.840034074858
City Square Mall,1.31139349427341,103.856487111691
City Gate Mall,1.302207994425911,103.86254538296342
CityLink Mall,1.2927777312893,103.854173501417
Duo,1.29916295967817,103.857859536947
Far East Plaza,1.30730468891062,103.833818438639
Funan,1.29161270605129,103.849478850252
Great World City,1.2934759620704,103.831975865363
HDB Hub,1.33201387005935,103.84984949662
Holland Village Shopping Mall,1.3101846266092043,103.79532002681438
ION Orchard,1.30397974144505,103.832032328465
Junction 8,1.35031600039774,103.848496645294
Knightsbridge,1.30310526043246,103.836202006497
Liat Towers,1.30508722710852,103.830722581168
Lucky Plaza,1.30448579105197,103.833941935117
Marina Bay Sands,1.28258336683978,103.860220223356
The Shoppes at Marina Bay Sands,1.28423496027027,103.85898228297
Marina Bay Link Mall,1.28003113385646,103.854284863268
Marina Square,1.2791142892786,103.851258617266
Millenia Walk,1.29267926922552,103.860302888543
Mustafa Shopping Centre,1.3099568726457462,103.85547874063452
Ngee Ann City,1.3022727300848,103.834899517575
Orchard Central,1.30083890839245,103.839434733899
Orchard Gateway,1.30160116957544,103.838868886519
Orchard Plaza,1.30502562565776,103.832957478209
Midpoint Orchard,1.30177313264942,103.838659652851
Palais Renaissance,1.30665484543191,103.829588045188
People's Park Centre,1.2848558843058,103.842599920236
People's Park Complex,1.28404487854559,103.842590753293
Plaza Singapura,1.30082071769235,103.845067272938
PoMo,1.3002407897925934,103.84930533481248
Raffles City,1.29350132535558,103.857307495824
Scotts Square,1.30579942993543,103.833074706219
Shaw House and Centre,1.3062196637219736,103.83189894878696
Sim Lim Square,1.30290658774258,103.853031869482
Singapore Shopping Centre,1.28649701803051,103.844628721032
The South Beach,1.29498804392056,103.856276242094
Square 2,1.35626119024624,103.703739465337
Sunshine Plaza,1.30046735366415,103.850556061949
Suntec City,1.29350132535558,103.857307495824
Tanglin Mall,1.30485342102105,103.823883490852
Tanjong Pagar Centre,1.27658360696843,103.845936303594
Tekka Centre,1.306224521745213,103.8506897350873
The Adelphi,1.29118503658447,103.851184338699
The Paragon,1.30387230879994,103.835857545469
Tiong Bahru Plaza,1.28629937187776,103.828093503404
The Poiz,1.33202729656296,103.868659488195
Thomson Plaza,1.35436282723449,103.83030941613
United Square,1.31724362960663,103.844003130499
Thomson V,1.35319495337208,103.835564729862
Velocity@Novena Square,1.3199619947122865,103.84396734063463
Wheelock Place,1.30467628730252,103.830642027577
Wisma Atria,1.30369890706785,103.833189592785
Zhongshan Mall,1.32694504484324,103.846554377679
Bedok Mall,1.32475054237912,103.92918919889
Century Square,1.35236829566862,103.943812302253
Changi City Point,1.33408363820793,103.962946043413
Downtown East,1.3765903645695,103.955689449482
Djitsun Mall Bedok,1.32611970329469,103.929554495615
Eastpoint Mall,1.34270592355576,103.953024618234
Jewel Changi Airport,1.36023106736765,103.989457201894
KINEX (formerly OneKM),1.3146470165915272,103.8948090406346
Katong Shopping Centre,1.30379813229515,103.901161718308
Katong Square,1.30477683917233,103.904617722414
Kallang Wave Mall,1.30307515150401,103.873149707591
Leisure Park Kallang,1.30222177381282,103.876152665088
i12 Katong,1.30522306203042,103.905043928938
Our Tampines Hub,1.35349593581988,103.940139392679
Parkway Parade,1.30188732078192,103.905996468402
Paya Lebar Square,1.31881486980278,103.892580778242
Paya Lebar Quarter (PLQ),1.3175085987606527,103.89287430865048
Roxy Square,1.30432599904899,103.904051120306
Singpost Centre,1.31899666903663,103.894894915962
Tampines 1,1.34342966240204,103.932354333699
Tampines Mall,1.35259361362837,103.944785968039
White Sands,1.37234519149636,103.949805421214
City Plaza,1.31470866320366,103.893508573389
Elias Mall,1.37790533095468,103.94233582068
Loyang Point,1.36706634197242,103.964635610477
888 Plaza,1.43711856085535,103.795316064775
Admiralty Place,1.44042008562425,103.801541769047
AMK Hub,1.38990590534243,103.847737799016
Canberra Plaza,1.44349544527985,103.830345369213
Causeway Point,1.43600784474269,103.78568873405
Woodlands Civic Centre,1.43515024446739,103.786816106255
Broadway Plaza,1.37193729131781,103.845949444498
Jubilee Square,1.37178558575829,103.847837565378
Junction 8,1.35031600039774,103.848496645294
Junction Nine,1.43306021695327,103.841649364872
Marsiling Mall,1.43354318137534,103.77988189197
Northpoint City,1.42822560922688,103.836419992398
Sembawang Shopping Centre,1.44185307934021,103.824970378482
Sun Plaza,1.44819436804175,103.819464386349
Vista Point,1.4308011390122,103.794104795966
Wisteria Mall,1.41795288501536,103.841268831617
Woodlands Mart,1.44564787003157,103.798162285805
Woodlands North Plaza,1.44283592110679,103.790770766025
Buangkok Square,1.38433426615655,103.881623070164
Compass One,1.3920543053799,103.895063884132
Greenwich V,1.38736769500018,103.869348049282
Heartland Mall,1.35954177325561,103.885167372726
Hougang 1,1.37561464129476,103.879483534695
Hougang Green Shopping Mall,1.37931783499145,103.88784708944
Hougang Mall,1.37249493810003,103.893775562605
NEX,1.35081167287482,103.871965683036
Northshore Plaza,1.41676127156324,103.902074379502
Oasis Terraces,1.40282352005409,103.91346139614
Punggol Plaza,1.39417447299355,103.913120037036
Rivervale Mall,1.39221732695142,103.904473070943
Rivervale Plaza,1.38550420775531,103.901988424927
Sengkang Grand Mall,1.38298163230717,103.892721008018
The Seletar Mall,1.39147015374628,103.876125507257
Upper Serangoon Shopping Centre,1.35348082277147,103.878828134896
Waterway Point,1.4064128346795,103.902188891645
myVillage At Serangoon Garden,1.36511490572797,103.865159501442
Beauty World Centre,1.34241264188642,103.776539385406
Beauty World Plaza,1.34180018619223,103.776259359854
Bukit Panjang Plaza,1.37988291404114,103.764377765935
Bukit Timah Plaza,1.3386316527745,103.778585430975
Fajar Shopping Centre,1.38357469942896,103.770868459633
Greenridge Shopping Centre,1.38529556526689,103.766170530147
Hillion Mall,1.37841165144214,103.76382945872
HillV2,1.36267450828024,103.76417292006
Junction 10,1.38033681049385,103.760167883439
Keat Hong Shopping Centre,1.37736607441394,103.744393648768
Limbang Shopping Centre,1.3920738867617,103.743099573442
Lot One,1.38506992325619,103.745238868238
Rail Mall,1.35773050150178,103.768137724847
Sunshine Place,1.32402554036861,103.796786630296
Teck Whye Shopping Centre,1.38004752975397,103.752483841199
West Mall,1.35037541626109,103.74912389291
Yew Tee Point,1.39708432396576,103.746598000147
Yew Tee Square,1.39804736098268,103.74708477866
321 Clementi,1.31655029232794,103.766331105347
The Clementi Mall,1.31489619639366,103.764423054189
IMM,1.33487526118006,103.746894773008
JCube,1.33330633776983,103.740302426787
Jem,1.3325523295069,103.743262234833
Westgate,1.33459925741287,103.74294445162
Jurong Point,1.33945200436319,103.706685012654
Pioneer Mall,1.34167331883255,103.697244542805
The Star Vista,1.30681500712523,103.788462732266
Alexandra Central,1.28728320930592,103.805283367958
Anchorpoint,1.28893477974497,103.805607779399
OD Mall,1.3379762209175547,103.79349544063464
Boon Lay Shopping Centre,1.34637376407877,103.712472819666
Grantral Mall,1.31427043922294,103.765147487482
Fairprice Hub,1.35349593581988,103.940139392679
Gek Poh Shopping Centre,1.3487416466288,103.697739629738
Rochester Mall,1.30540765569962,103.788446680148
Taman Jurong Shopping Centre,1.33484487471259,103.720462024278
West Coast Plaza,1.30358622534992,103.76610375397
Queensway Shopping Centre,1.28761792586115,103.803391140455
